tracking_id,shipment_id,status,timestamp
93695,36fa45d2,Order Placed,2025-12-28 02:00:00
93696,36fa45d2,Picked Up,2025-12-29 00:00:00
93697,36fa45d2,In Transit,2025-12-30 00:00:00
93698,36fa45d2,Out for Delivery,2025-12-30 09:00:00
93699,36fa45d2,Delivered,2025-12-30 15:00:00
93700,c1c4700a,Order Placed,2025-06-21 04:00:00
93701,c1c4700a,Picked Up,2025-06-22 00:00:00
93702,c1c4700a,In Transit,2025-06-23 00:00:00
93703,60659433,Order Placed,2025-12-27 01:00:00
93704,60659433,Cancelled,2025-12-28 00:00:00
93705,9cbe3b9c,Order Placed,2025-03-31 01:00:00
93706,9cbe3b9c,Picked Up,2025-04-02 00:00:00
93707,9cbe3b9c,In Transit,2025-04-04 00:00:00
93708,123aeddf,Order Placed,2025-09-13 01:00:00
93709,123aeddf,Picked Up,2025-09-14 00:00:00
93710,123aeddf,In Transit,2025-09-16 00:00:00
93711,f742e447,Order Placed,2025-11-05 04:00:00
93712,f742e447,Picked Up,2025-11-06 00:00:00
93713,f742e447,In Transit,2025-11-07 00:00:00
93714,f742e447,Out for Delivery,2025-11-12 06:00:00
93715,f742e447,Delivered,2025-11-12 09:00:00
93716,4e2c87bc,Order Placed,2025-05-24 01:00:00
93717,4e2c87bc,Picked Up,2025-05-25 00:00:00
93718,bb461e1b,Order Placed,2026-02-18 01:00:00
93719,bb461e1b,Picked Up,2026-02-19 00:00:00
93720,bb461e1b,In Transit,2026-02-21 00:00:00
93721,08f4abc0,Order Placed,2025-03-15 02:00:00
93722,08f4abc0,Picked Up,2025-03-16 00:00:00
93723,5d77d7bd,Order Placed,2025-04-21 04:00:00
93724,5d77d7bd,Picked Up,2025-04-23 00:00:00
93725,b59e16cc,Order Placed,2025-04-28 03:00:00
93726,b59e16cc,Picked Up,2025-04-29 00:00:00
93727,3d59f4c0,Order Placed,2025-02-28 01:00:00
93728,3d59f4c0,Picked Up,2025-03-01 00:00:00
93729,3d59f4c0,In Transit,2025-03-02 00:00:00
93730,8f15648e,Order Placed,2025-04-18 03:00:00
93731,8f15648e,Picked Up,2025-04-20 00:00:00
93732,717db3fe,Order Placed,2025-07-04 02:00:00
93733,717db3fe,Picked Up,2025-07-05 00:00:00
93734,652f725f,Order Placed,2025-03-21 01:00:00
93735,652f725f,Picked Up,2025-03-23 00:00:00
93736,652f725f,In Transit,2025-03-24 00:00:00
93737,c311e248,Order Placed,2025-07-10 02:00:00
93738,c311e248,Cancelled,2025-07-11 00:00:00
93739,823a871b,Order Placed,2025-02-26 04:00:00
93740,823a871b,Picked Up,2025-02-27 00:00:00
93741,823a871b,In Transit,2025-02-28 00:00:00
93742,a8bf1b69,Order Placed,2025-10-17 03:00:00
93743,a8bf1b69,Picked Up,2025-10-18 00:00:00
93744,a8bf1b69,In Transit,2025-10-20 00:00:00
93745,da6a7106,Order Placed,2025-11-07 03:00:00
93746,da6a7106,Picked Up,2025-11-09 00:00:00
93747,da6a7106,In Transit,2025-11-10 00:00:00
93748,da6a7106,Out for Delivery,2025-11-09 10:00:00
93749,da6a7106,Delivered,2025-11-09 17:00:00
93750,9d7edfdb,Order Placed,2025-11-07 01:00:00
93751,9d7edfdb,Picked Up,2025-11-08 00:00:00
93752,9d7edfdb,In Transit,2025-11-09 00:00:00
93753,9d7edfdb,Out for Delivery,2025-11-13 06:00:00
93754,9d7edfdb,Delivered,2025-11-13 08:00:00
93755,4471390d,Order Placed,2025-04-28 02:00:00
93756,4471390d,Cancelled,2025-04-29 00:00:00
93757,a62eb269,Order Placed,2025-09-10 02:00:00
93758,a62eb269,Picked Up,2025-09-12 00:00:00
93759,a62eb269,In Transit,2025-09-14 00:00:00
93760,a62eb269,Out for Delivery,2025-09-11 09:00:00
93761,a62eb269,Delivered,2025-09-11 15:00:00
93762,cccd7e8e,Order Placed,2025-06-12 01:00:00
93763,cccd7e8e,Picked Up,2025-06-13 00:00:00
93764,90a43252,Order Placed,2026-01-31 03:00:00
93765,90a43252,Cancelled,2026-02-02 00:00:00
93766,f93148ff,Order Placed,2025-10-27 02:00:00
93767,f93148ff,Picked Up,2025-10-29 00:00:00
93768,f93148ff,In Transit,2025-10-31 00:00:00
93769,7b13ce66,Order Placed,2025-06-12 01:00:00
93770,7b13ce66,Picked Up,2025-06-13 00:00:00
93771,7b13ce66,In Transit,2025-06-14 00:00:00
93772,0a977776,Order Placed,2026-01-25 03:00:00
93773,0a977776,Picked Up,2026-01-26 00:00:00
93774,0a977776,In Transit,2026-01-28 00:00:00
93775,0217d4be,Order Placed,2025-09-19 04:00:00
93776,0217d4be,Picked Up,2025-09-20 00:00:00
93777,0217d4be,In Transit,2025-09-22 00:00:00
93778,0217d4be,Out for Delivery,2025-09-22 08:00:00
93779,0217d4be,Delivered,2025-09-22 14:00:00
93780,68ff62fd,Order Placed,2025-10-02 01:00:00
93781,68ff62fd,Picked Up,2025-10-04 00:00:00
93782,b74088be,Order Placed,2025-05-13 04:00:00
93783,b74088be,Picked Up,2025-05-14 00:00:00
93784,b74088be,In Transit,2025-05-15 00:00:00
93785,e361c965,Order Placed,2026-01-02 02:00:00
93786,e361c965,Picked Up,2026-01-03 00:00:00
93787,47bacbe9,Order Placed,2025-09-27 04:00:00
93788,47bacbe9,Cancelled,2025-09-30 00:00:00
93789,93db3da4,Order Placed,2025-10-13 02:00:00
93790,93db3da4,Picked Up,2025-10-14 00:00:00
93791,74d2e362,Order Placed,2025-07-30 01:00:00
93792,74d2e362,Picked Up,2025-08-01 00:00:00
93793,37b95136,Order Placed,2025-09-20 03:00:00
93794,37b95136,Cancelled,2025-09-22 00:00:00
93795,179767cf,Order Placed,2026-01-23 03:00:00
93796,179767cf,Picked Up,2026-01-25 00:00:00
93797,179767cf,In Transit,2026-01-26 00:00:00
93798,179767cf,Out for Delivery,2026-01-24 07:00:00
93799,179767cf,Delivered,2026-01-24 12:00:00
93800,75d264cc,Order Placed,2025-07-04 01:00:00
93801,75d264cc,Picked Up,2025-07-06 00:00:00
93802,75d264cc,In Transit,2025-07-08 00:00:00
93803,75d264cc,Out for Delivery,2025-07-10 08:00:00
93804,75d264cc,Delivered,2025-07-10 10:00:00
93805,40ac69a2,Order Placed,2026-01-06 01:00:00
93806,40ac69a2,Picked Up,2026-01-08 00:00:00
93807,40ac69a2,In Transit,2026-01-10 00:00:00
93808,40ac69a2,Out for Delivery,2026-01-12 07:00:00
93809,40ac69a2,Delivered,2026-01-12 11:00:00
93810,6c5fa5cf,Order Placed,2025-10-21 04:00:00
93811,6c5fa5cf,Cancelled,2025-10-24 00:00:00
93812,0a49844d,Order Placed,2025-03-22 03:00:00
93813,0a49844d,Cancelled,2025-03-23 00:00:00
93814,1f378468,Order Placed,2025-10-24 04:00:00
93815,1f378468,Picked Up,2025-10-25 00:00:00
93816,3b40aa4a,Order Placed,2025-07-31 01:00:00
93817,3b40aa4a,Picked Up,2025-08-02 00:00:00
93818,3b40aa4a,In Transit,2025-08-03 00:00:00
93819,11ea6ebb,Order Placed,2025-11-14 03:00:00
93820,11ea6ebb,Cancelled,2025-11-17 00:00:00
93821,4dd271c4,Order Placed,2025-03-03 01:00:00
93822,4dd271c4,Picked Up,2025-03-04 00:00:00
93823,4dd271c4,In Transit,2025-03-06 00:00:00
93824,4dd271c4,Out for Delivery,2025-03-08 09:00:00
93825,4dd271c4,Delivered,2025-03-08 11:00:00
93826,08789576,Order Placed,2025-04-09 03:00:00
93827,08789576,Picked Up,2025-04-11 00:00:00
93828,6de48878,Order Placed,2025-04-30 04:00:00
93829,6de48878,Cancelled,2025-05-03 00:00:00
93830,de90155a,Order Placed,2025-12-04 04:00:00
93831,de90155a,Picked Up,2025-12-06 00:00:00
93832,9b16ba33,Order Placed,2025-09-01 04:00:00
93833,9b16ba33,Picked Up,2025-09-03 00:00:00
93834,9b16ba33,In Transit,2025-09-05 00:00:00
93835,9b16ba33,Out for Delivery,2025-09-07 07:00:00
93836,9b16ba33,Delivered,2025-09-07 12:00:00
93837,32b52a06,Order Placed,2025-11-12 04:00:00
93838,32b52a06,Picked Up,2025-11-14 00:00:00
93839,e7807e4f,Order Placed,2025-06-08 01:00:00
93840,e7807e4f,Picked Up,2025-06-10 00:00:00
93841,e7807e4f,In Transit,2025-06-12 00:00:00
93842,e7807e4f,Out for Delivery,2025-06-13 09:00:00
93843,e7807e4f,Delivered,2025-06-13 15:00:00
93844,5f258126,Order Placed,2025-06-02 01:00:00
93845,5f258126,Picked Up,2025-06-03 00:00:00
93846,5f258126,In Transit,2025-06-05 00:00:00
93847,5f258126,Out for Delivery,2025-06-04 06:00:00
93848,5f258126,Delivered,2025-06-04 09:00:00
93849,51bc1769,Order Placed,2025-03-22 02:00:00
93850,51bc1769,Cancelled,2025-03-23 00:00:00
93851,5f30318a,Order Placed,2025-04-24 02:00:00
93852,5f30318a,Cancelled,2025-04-25 00:00:00
93853,efc4268b,Order Placed,2025-09-04 04:00:00
93854,efc4268b,Picked Up,2025-09-05 00:00:00
93855,9fc77b47,Order Placed,2025-09-19 01:00:00
93856,9fc77b47,Picked Up,2025-09-20 00:00:00
93857,9fc77b47,In Transit,2025-09-21 00:00:00
93858,9fc77b47,Out for Delivery,2025-09-23 10:00:00
93859,9fc77b47,Delivered,2025-09-23 16:00:00
93860,75d4b3e5,Order Placed,2025-09-05 02:00:00
93861,75d4b3e5,Cancelled,2025-09-08 00:00:00
93862,54183585,Order Placed,2025-03-03 04:00:00
93863,54183585,Picked Up,2025-03-04 00:00:00
93864,54183585,In Transit,2025-03-05 00:00:00
93865,54183585,Out for Delivery,2025-03-05 09:00:00
93866,54183585,Delivered,2025-03-05 13:00:00
93867,c0d6e4ae,Order Placed,2025-09-11 02:00:00
93868,c0d6e4ae,Cancelled,2025-09-12 00:00:00
93869,4f3e2c0a,Order Placed,2025-02-26 03:00:00
93870,4f3e2c0a,Picked Up,2025-02-28 00:00:00
93871,4f3e2c0a,In Transit,2025-03-01 00:00:00
93872,d72bd1b7,Order Placed,2025-06-11 03:00:00
93873,d72bd1b7,Cancelled,2025-06-13 00:00:00
93874,2e119dc9,Order Placed,2025-11-28 04:00:00
93875,2e119dc9,Picked Up,2025-11-30 00:00:00
93876,2e119dc9,In Transit,2025-12-02 00:00:00
93877,239efe45,Order Placed,2025-07-17 03:00:00
93878,239efe45,Picked Up,2025-07-18 00:00:00
93879,239efe45,In Transit,2025-07-20 00:00:00
93880,5a8b143f,Order Placed,2026-01-08 03:00:00
93881,5a8b143f,Picked Up,2026-01-09 00:00:00
93882,5668c53e,Order Placed,2025-04-09 03:00:00
93883,5668c53e,Picked Up,2025-04-11 00:00:00
93884,5668c53e,In Transit,2025-04-13 00:00:00
93885,c8036f6a,Order Placed,2026-01-16 04:00:00
93886,c8036f6a,Cancelled,2026-01-17 00:00:00
93887,fb5ec044,Order Placed,2025-03-31 04:00:00
93888,fb5ec044,Picked Up,2025-04-02 00:00:00
93889,fb5ec044,In Transit,2025-04-03 00:00:00
93890,72310bc2,Order Placed,2026-02-18 03:00:00
93891,72310bc2,Picked Up,2026-02-20 00:00:00
93892,72310bc2,In Transit,2026-02-21 00:00:00
93893,72310bc2,Out for Delivery,2026-02-25 06:00:00
93894,72310bc2,Delivered,2026-02-25 13:00:00
93895,0feef47d,Order Placed,2026-01-28 01:00:00
93896,0feef47d,Picked Up,2026-01-30 00:00:00
93897,0feef47d,In Transit,2026-01-31 00:00:00
93898,0feef47d,Out for Delivery,2026-02-04 08:00:00
93899,0feef47d,Delivered,2026-02-04 14:00:00
93900,5ef82323,Order Placed,2025-07-27 02:00:00
93901,5ef82323,Picked Up,2025-07-28 00:00:00
93902,df43a8cb,Order Placed,2025-12-20 01:00:00
93903,df43a8cb,Picked Up,2025-12-22 00:00:00
93904,d088523a,Order Placed,2025-08-11 04:00:00
93905,d088523a,Cancelled,2025-08-12 00:00:00
93906,b85ec241,Order Placed,2026-01-31 03:00:00
93907,b85ec241,Cancelled,2026-02-02 00:00:00
93908,603aee6d,Order Placed,2025-08-16 04:00:00
93909,603aee6d,Picked Up,2025-08-18 00:00:00
93910,f56ae73d,Order Placed,2025-06-26 03:00:00
93911,f56ae73d,Picked Up,2025-06-27 00:00:00
93912,f56ae73d,In Transit,2025-06-28 00:00:00
93913,f56ae73d,Out for Delivery,2025-06-27 09:00:00
93914,f56ae73d,Delivered,2025-06-27 16:00:00
93915,abac3702,Order Placed,2025-08-11 03:00:00
93916,abac3702,Picked Up,2025-08-12 00:00:00
93917,abac3702,In Transit,2025-08-14 00:00:00
93918,6a4ec921,Order Placed,2025-12-06 03:00:00
93919,6a4ec921,Cancelled,2025-12-07 00:00:00
93920,3aae98ee,Order Placed,2025-04-12 01:00:00
93921,3aae98ee,Picked Up,2025-04-14 00:00:00
93922,bda8fa46,Order Placed,2025-09-18 04:00:00
93923,bda8fa46,Picked Up,2025-09-19 00:00:00
93924,bda8fa46,In Transit,2025-09-20 00:00:00
93925,db4bb33c,Order Placed,2025-05-22 02:00:00
93926,db4bb33c,Picked Up,2025-05-23 00:00:00
93927,db4bb33c,In Transit,2025-05-25 00:00:00
93928,c3e95ce9,Order Placed,2025-05-03 04:00:00
93929,c3e95ce9,Picked Up,2025-05-05 00:00:00
93930,c3e95ce9,In Transit,2025-05-06 00:00:00
93931,1f4c3b10,Order Placed,2025-06-23 04:00:00
93932,1f4c3b10,Picked Up,2025-06-24 00:00:00
93933,77a0be0b,Order Placed,2025-12-23 04:00:00
93934,77a0be0b,Picked Up,2025-12-25 00:00:00
93935,77a0be0b,In Transit,2025-12-27 00:00:00
93936,77a0be0b,Out for Delivery,2025-12-28 10:00:00
93937,77a0be0b,Delivered,2025-12-28 17:00:00
93938,e5ab5155,Order Placed,2025-04-12 01:00:00
93939,e5ab5155,Cancelled,2025-04-15 00:00:00
93940,8ee80986,Order Placed,2025-10-02 01:00:00
93941,8ee80986,Picked Up,2025-10-04 00:00:00
93942,8869bd28,Order Placed,2025-09-04 03:00:00
93943,8869bd28,Picked Up,2025-09-05 00:00:00
93944,8869bd28,In Transit,2025-09-07 00:00:00
93945,99ab141e,Order Placed,2025-07-29 02:00:00
93946,99ab141e,Picked Up,2025-07-31 00:00:00
93947,99ab141e,In Transit,2025-08-02 00:00:00
93948,11245774,Order Placed,2025-05-13 03:00:00
93949,11245774,Picked Up,2025-05-15 00:00:00
93950,9d85062e,Order Placed,2025-08-28 03:00:00
93951,9d85062e,Cancelled,2025-08-31 00:00:00
93952,6305a4c0,Order Placed,2025-11-14 03:00:00
93953,6305a4c0,Picked Up,2025-11-16 00:00:00
93954,a82e2550,Order Placed,2025-04-27 02:00:00
93955,a82e2550,Picked Up,2025-04-29 00:00:00
93956,22929334,Order Placed,2026-01-01 03:00:00
93957,22929334,Cancelled,2026-01-04 00:00:00
93958,42e33955,Order Placed,2025-08-24 04:00:00
93959,42e33955,Cancelled,2025-08-26 00:00:00
93960,33f56c00,Order Placed,2025-11-15 04:00:00
93961,33f56c00,Picked Up,2025-11-17 00:00:00
93962,2aacfe31,Order Placed,2026-01-30 04:00:00
93963,2aacfe31,Picked Up,2026-02-01 00:00:00
93964,2aacfe31,In Transit,2026-02-03 00:00:00
93965,2aacfe31,Out for Delivery,2026-02-05 07:00:00
93966,2aacfe31,Delivered,2026-02-05 13:00:00
93967,9dbffcde,Order Placed,2025-10-21 04:00:00
93968,9dbffcde,Cancelled,2025-10-23 00:00:00
93969,9095d157,Order Placed,2025-09-25 03:00:00
93970,9095d157,Picked Up,2025-09-26 00:00:00
93971,9095d157,In Transit,2025-09-27 00:00:00
93972,9095d157,Out for Delivery,2025-09-26 09:00:00
93973,9095d157,Delivered,2025-09-26 15:00:00
93974,a65ab7cc,Order Placed,2025-10-21 03:00:00
93975,a65ab7cc,Picked Up,2025-10-23 00:00:00
93976,cb11c0d8,Order Placed,2025-11-22 02:00:00
93977,cb11c0d8,Picked Up,2025-11-24 00:00:00
93978,b8de38e5,Order Placed,2025-04-20 01:00:00
93979,b8de38e5,Picked Up,2025-04-22 00:00:00
93980,34affe35,Order Placed,2025-06-06 04:00:00
93981,34affe35,Cancelled,2025-06-07 00:00:00
93982,8cecb08c,Order Placed,2025-06-27 03:00:00
93983,8cecb08c,Cancelled,2025-06-29 00:00:00
93984,d41cd531,Order Placed,2025-03-24 04:00:00
93985,d41cd531,Picked Up,2025-03-26 00:00:00
93986,d41cd531,In Transit,2025-03-27 00:00:00
93987,6a175591,Order Placed,2025-09-13 01:00:00
93988,6a175591,Picked Up,2025-09-15 00:00:00
93989,6a175591,In Transit,2025-09-17 00:00:00
93990,e96eadb1,Order Placed,2025-10-20 03:00:00
93991,e96eadb1,Picked Up,2025-10-22 00:00:00
93992,e96eadb1,In Transit,2025-10-24 00:00:00
93993,85fed3d6,Order Placed,2025-08-04 04:00:00
93994,85fed3d6,Cancelled,2025-08-07 00:00:00
93995,a0605223,Order Placed,2025-04-28 04:00:00
93996,a0605223,Cancelled,2025-05-01 00:00:00
93997,212f18bd,Order Placed,2025-08-20 03:00:00
93998,212f18bd,Cancelled,2025-08-22 00:00:00
93999,e00a2d90,Order Placed,2025-03-31 01:00:00
94000,e00a2d90,Picked Up,2025-04-01 00:00:00
94001,e00a2d90,In Transit,2025-04-03 00:00:00
94002,dbd09bda,Order Placed,2025-09-30 04:00:00
94003,dbd09bda,Cancelled,2025-10-03 00:00:00
94004,991e646a,Order Placed,2026-02-17 04:00:00
94005,991e646a,Picked Up,2026-02-19 00:00:00
94006,c484741c,Order Placed,2025-12-15 04:00:00
94007,c484741c,Cancelled,2025-12-16 00:00:00
94008,09a43047,Order Placed,2025-11-05 02:00:00
94009,09a43047,Picked Up,2025-11-06 00:00:00
94010,09a43047,In Transit,2025-11-07 00:00:00
94011,f605306f,Order Placed,2025-12-20 02:00:00
94012,f605306f,Picked Up,2025-12-21 00:00:00
94013,87a463a9,Order Placed,2026-01-29 03:00:00
94014,87a463a9,Picked Up,2026-01-30 00:00:00
94015,87a463a9,In Transit,2026-02-01 00:00:00
94016,e4c31167,Order Placed,2025-05-11 04:00:00
94017,e4c31167,Picked Up,2025-05-12 00:00:00
94018,e4c31167,In Transit,2025-05-13 00:00:00
94019,5b1878ff,Order Placed,2025-09-28 04:00:00
94020,5b1878ff,Picked Up,2025-09-30 00:00:00
94021,38724867,Order Placed,2025-05-05 01:00:00
94022,38724867,Picked Up,2025-05-06 00:00:00
94023,38724867,In Transit,2025-05-08 00:00:00
94024,01805778,Order Placed,2026-01-20 04:00:00
94025,01805778,Picked Up,2026-01-21 00:00:00
94026,5c077adf,Order Placed,2025-08-02 02:00:00
94027,5c077adf,Picked Up,2025-08-03 00:00:00
94028,5c077adf,In Transit,2025-08-05 00:00:00
94029,5c077adf,Out for Delivery,2025-08-09 08:00:00
94030,5c077adf,Delivered,2025-08-09 14:00:00
94031,1108145c,Order Placed,2026-02-17 02:00:00
94032,1108145c,Picked Up,2026-02-19 00:00:00
94033,1108145c,In Transit,2026-02-21 00:00:00
94034,1108145c,Out for Delivery,2026-02-24 06:00:00
94035,1108145c,Delivered,2026-02-24 10:00:00
94036,780ae7cc,Order Placed,2025-04-07 03:00:00
94037,780ae7cc,Cancelled,2025-04-08 00:00:00
94038,448f59e2,Order Placed,2025-09-15 02:00:00
94039,448f59e2,Cancelled,2025-09-16 00:00:00
94040,4285382a,Order Placed,2025-12-10 01:00:00
94041,4285382a,Picked Up,2025-12-11 00:00:00
94042,4285382a,In Transit,2025-12-12 00:00:00
94043,4285382a,Out for Delivery,2025-12-13 10:00:00
94044,4285382a,Delivered,2025-12-13 13:00:00
94045,27fa5c0a,Order Placed,2025-11-24 02:00:00
94046,27fa5c0a,Picked Up,2025-11-25 00:00:00
94047,27fa5c0a,In Transit,2025-11-26 00:00:00
94048,27fa5c0a,Out for Delivery,2025-11-26 10:00:00
94049,27fa5c0a,Delivered,2025-11-26 14:00:00
94050,97be5f78,Order Placed,2025-12-06 01:00:00
94051,97be5f78,Picked Up,2025-12-08 00:00:00
94052,97be5f78,In Transit,2025-12-09 00:00:00
94053,97be5f78,Out for Delivery,2025-12-07 07:00:00
94054,97be5f78,Delivered,2025-12-07 11:00:00
94055,2ee01f56,Order Placed,2025-10-26 02:00:00
94056,2ee01f56,Picked Up,2025-10-28 00:00:00
94057,c039cc13,Order Placed,2025-12-21 02:00:00
94058,c039cc13,Picked Up,2025-12-22 00:00:00
94059,c602ebfc,Order Placed,2025-12-28 04:00:00
94060,c602ebfc,Picked Up,2025-12-29 00:00:00
94061,c602ebfc,In Transit,2025-12-30 00:00:00
94062,62715b4e,Order Placed,2025-11-05 04:00:00
94063,62715b4e,Cancelled,2025-11-06 00:00:00
94064,4e7bc7b9,Order Placed,2025-11-23 03:00:00
94065,4e7bc7b9,Picked Up,2025-11-25 00:00:00
94066,4e7bc7b9,In Transit,2025-11-26 00:00:00
94067,3fdf7a25,Order Placed,2025-10-15 01:00:00
94068,3fdf7a25,Picked Up,2025-10-17 00:00:00
94069,3fdf7a25,In Transit,2025-10-19 00:00:00
94070,d479e940,Order Placed,2025-09-20 02:00:00
94071,d479e940,Picked Up,2025-09-21 00:00:00
94072,d479e940,In Transit,2025-09-22 00:00:00
94073,338b8e5f,Order Placed,2025-07-27 03:00:00
94074,338b8e5f,Picked Up,2025-07-29 00:00:00
94075,338b8e5f,In Transit,2025-07-30 00:00:00
94076,cb109088,Order Placed,2025-05-10 01:00:00
94077,cb109088,Cancelled,2025-05-11 00:00:00
94078,8f29f262,Order Placed,2025-11-01 03:00:00
94079,8f29f262,Picked Up,2025-11-03 00:00:00
94080,8f29f262,In Transit,2025-11-04 00:00:00
94081,ee8edcf4,Order Placed,2025-06-19 01:00:00
94082,ee8edcf4,Picked Up,2025-06-20 00:00:00
94083,ee8edcf4,In Transit,2025-06-21 00:00:00
94084,ee8edcf4,Out for Delivery,2025-06-20 10:00:00
94085,ee8edcf4,Delivered,2025-06-20 15:00:00
94086,e895ba34,Order Placed,2025-08-28 02:00:00
94087,e895ba34,Picked Up,2025-08-29 00:00:00
94088,e895ba34,In Transit,2025-08-30 00:00:00
94089,4740a06b,Order Placed,2025-03-03 04:00:00
94090,4740a06b,Cancelled,2025-03-04 00:00:00
94091,209a0265,Order Placed,2025-03-08 01:00:00
94092,209a0265,Cancelled,2025-03-09 00:00:00
94093,6385bdd4,Order Placed,2025-03-31 03:00:00
94094,6385bdd4,Picked Up,2025-04-01 00:00:00
94095,6385bdd4,In Transit,2025-04-03 00:00:00
94096,61aae7e5,Order Placed,2026-01-03 01:00:00
94097,61aae7e5,Cancelled,2026-01-05 00:00:00
94098,d3c93db4,Order Placed,2025-09-05 01:00:00
94099,d3c93db4,Picked Up,2025-09-06 00:00:00
94100,d3c93db4,In Transit,2025-09-08 00:00:00
94101,d3c93db4,Out for Delivery,2025-09-07 10:00:00
94102,d3c93db4,Delivered,2025-09-07 12:00:00
94103,7b12bc18,Order Placed,2025-05-10 02:00:00
94104,7b12bc18,Cancelled,2025-05-12 00:00:00
94105,1ef4f8a1,Order Placed,2025-07-27 04:00:00
94106,1ef4f8a1,Picked Up,2025-07-28 00:00:00
94107,1ef4f8a1,In Transit,2025-07-29 00:00:00
94108,0426196b,Order Placed,2025-03-21 01:00:00
94109,0426196b,Picked Up,2025-03-23 00:00:00
94110,0426196b,In Transit,2025-03-25 00:00:00
94111,e27f7ad1,Order Placed,2025-09-03 04:00:00
94112,e27f7ad1,Picked Up,2025-09-04 00:00:00
94113,aa964ecf,Order Placed,2025-09-18 03:00:00
94114,aa964ecf,Cancelled,2025-09-19 00:00:00
94115,7b626a3e,Order Placed,2025-03-19 04:00:00
94116,7b626a3e,Picked Up,2025-03-21 00:00:00
94117,7b626a3e,In Transit,2025-03-23 00:00:00
94118,7b626a3e,Out for Delivery,2025-03-25 09:00:00
94119,7b626a3e,Delivered,2025-03-25 16:00:00
94120,2353207a,Order Placed,2025-08-22 02:00:00
94121,2353207a,Cancelled,2025-08-23 00:00:00
94122,3ba5b4e1,Order Placed,2026-01-20 03:00:00
94123,3ba5b4e1,Picked Up,2026-01-22 00:00:00
94124,3ba5b4e1,In Transit,2026-01-24 00:00:00
94125,3ba5b4e1,Out for Delivery,2026-01-27 08:00:00
94126,3ba5b4e1,Delivered,2026-01-27 11:00:00
94127,e77b7696,Order Placed,2026-01-23 02:00:00
94128,e77b7696,Picked Up,2026-01-25 00:00:00
94129,1d18360d,Order Placed,2025-07-31 01:00:00
94130,1d18360d,Picked Up,2025-08-02 00:00:00
94131,1d18360d,In Transit,2025-08-03 00:00:00
94132,bbdfed5d,Order Placed,2025-12-10 01:00:00
94133,bbdfed5d,Picked Up,2025-12-12 00:00:00
94134,f5234fb8,Order Placed,2025-08-22 03:00:00
94135,f5234fb8,Picked Up,2025-08-24 00:00:00
94136,f5234fb8,In Transit,2025-08-25 00:00:00
94137,d2b701d0,Order Placed,2026-01-20 01:00:00
94138,d2b701d0,Picked Up,2026-01-21 00:00:00
94139,5db5a66f,Order Placed,2025-03-03 02:00:00
94140,5db5a66f,Cancelled,2025-03-06 00:00:00
94141,57f9188e,Order Placed,2025-04-27 04:00:00
94142,57f9188e,Picked Up,2025-04-29 00:00:00
94143,b36eeb40,Order Placed,2025-12-10 03:00:00
94144,b36eeb40,Picked Up,2025-12-11 00:00:00
94145,b36eeb40,In Transit,2025-12-12 00:00:00
94146,8aba1297,Order Placed,2025-04-17 04:00:00
94147,8aba1297,Picked Up,2025-04-19 00:00:00
94148,8aba1297,In Transit,2025-04-21 00:00:00
94149,8aba1297,Out for Delivery,2025-04-24 09:00:00
94150,8aba1297,Delivered,2025-04-24 14:00:00
94151,7eae42d3,Order Placed,2025-04-30 01:00:00
94152,7eae42d3,Picked Up,2025-05-02 00:00:00
94153,8b83286e,Order Placed,2026-01-02 03:00:00
94154,8b83286e,Picked Up,2026-01-04 00:00:00
94155,8b83286e,In Transit,2026-01-06 00:00:00
94156,8b83286e,Out for Delivery,2026-01-05 10:00:00
94157,8b83286e,Delivered,2026-01-05 18:00:00
94158,c8beba51,Order Placed,2026-01-05 01:00:00
94159,c8beba51,Cancelled,2026-01-08 00:00:00
94160,414101c0,Order Placed,2025-03-29 02:00:00
94161,414101c0,Picked Up,2025-03-30 00:00:00
94162,414101c0,In Transit,2025-03-31 00:00:00
94163,aa959a4a,Order Placed,2025-06-26 02:00:00
94164,aa959a4a,Picked Up,2025-06-27 00:00:00
94165,aa959a4a,In Transit,2025-06-28 00:00:00
94166,aa959a4a,Out for Delivery,2025-06-29 09:00:00
94167,aa959a4a,Delivered,2025-06-29 15:00:00
94168,4846d4f3,Order Placed,2026-01-18 02:00:00
94169,4846d4f3,Picked Up,2026-01-20 00:00:00
94170,4846d4f3,In Transit,2026-01-21 00:00:00
94171,4846d4f3,Out for Delivery,2026-01-25 07:00:00
94172,4846d4f3,Delivered,2026-01-25 11:00:00
94173,bee4e429,Order Placed,2025-04-04 04:00:00
94174,bee4e429,Cancelled,2025-04-05 00:00:00
94175,92e2e9f6,Order Placed,2025-10-23 04:00:00
94176,92e2e9f6,Picked Up,2025-10-25 00:00:00
94177,24198ffe,Order Placed,2025-08-11 02:00:00
94178,24198ffe,Cancelled,2025-08-12 00:00:00
94179,0fc2c2bd,Order Placed,2025-02-23 03:00:00
94180,0fc2c2bd,Picked Up,2025-02-25 00:00:00
94181,0fc2c2bd,In Transit,2025-02-26 00:00:00
94182,0fc2c2bd,Out for Delivery,2025-03-01 09:00:00
94183,0fc2c2bd,Delivered,2025-03-01 16:00:00
94184,99389280,Order Placed,2025-06-11 03:00:00
94185,99389280,Picked Up,2025-06-12 00:00:00
94186,99389280,In Transit,2025-06-14 00:00:00
94187,99389280,Out for Delivery,2025-06-15 07:00:00
